22.01662,50.03178,1673
21.8915408849716,50.0172509362634,5995
22.0283523201942,49.9672899691062,3263
21.95992,50.02869,2704
22.0298784971237,49.9646899268521,16724
22.0416694879532,50.0323522093512,21007
22.004142,49.995917,271
21.9810461997986,50.0396775500278,29087
22.00079,50.05829,824
21.978774368763,50.0306550930577,8448
21.9762182235718,50.0333945708454,26064
21.9498789310455,50.0089198121575,1563
21.9997009634972,50.0466564297962,1439
22.01823,50.02821,1329
21.95416,50.05495,7
22.0747116208076,50.0048015472268,2208
22.01394,49.98682,140
21.94477,50.01026,301
21.97879,50.04213,57758
22.004718,50.000841,1207
21.9851419329643,50.0230750568782,19987
22.00988,50.04156,3915
21.9652533531189,50.0294817217516,161
21.9361225515604,50.0878639166943,2027
22.0467066764832,50.0383166234723,1593
21.9674225896597,49.9958471114854,1416
21.9997224211693,50.0455790458725,911
22.0641598105431,50.0605259106816,7970
21.98782,49.96909,1937
22.00515,50.01974,4330
21.9499821960926,50.0492175955359,802
21.9782084226608,50.0528352030283,40
21.99057,50.06769,52
21.9766339659691,50.040816219693,577
22.0544958114624,50.0853788180918,151
22.0381852984428,49.9495993181947,897
21.9505923986435,50.0493304076965,2304
21.98702,50.0266,5693
22.0931786298752,50.083403038344,181
22.02023,49.942125,3836
21.98661,50.04859,111020
21.9366100430489,50.0030482901124,3234
21.92723,50.02841,1998
21.98405,50.02243,3054
22.020152,49.982035,58
21.9809764623642,49.9355709068846,13126
21.92986,50.01046,1007
21.9381898641586,50.069604731585,6
22.0092442631722,50.02895102458,470
21.98646,50.02819,8578
22.04373,50.06487,31
21.965621,50.087723,90
22.01801,50.00113,809
22.05786,49.94624,2186
22.0131951570511,50.003160348773,123
22.0165398716927,50.0009915363001,1265
21.98898,50.05257,148
22.0525445044041,50.0589968220354,19004
21.9288866221905,50.010463424143,301
21.9654236733913,50.0875988915409,443
21.93775,50.01038,1646
21.92472,50.04648,1243
21.9163003563881,50.002096642958,2228
21.9501981139183,50.0453090501884,217
21.938082575798,50.0673769380546,105
21.96228,50.00741,3231
22.0365545153618,50.0778599218705,233
21.91198,50.04186,696
22.0850729942322,50.08975260871,8
21.9977322220802,50.0414863167514,18920
21.99724,50.06079,112
22.0693016052246,50.1382574338522,53
21.97628,50.04811,281
22.0088177919388,50.0188115148196,5675
21.95543,50.02798,151
21.9994407892227,50.0520240422058,2365
21.9812124967575,49.9473331614929,3792
22.02443,50.02616,10857
22.00049,50.04919,106
22.0123824477196,49.9662970697448,5679
22.01817,49.99427,3816
22.0008462667465,50.0407025262049,42918
21.95426,50.05891,668
21.8883,50.03556,510
22.021194845438,49.966339339553,481
22.02257,50.02976,2859
21.9316479563713,50.0021656035299,12176
21.97976,50.06256,8933
21.974181085825,50.0547907158985,354
21.9820359349251,49.951219908662,77
22.0258605480194,49.9491971824031,131
22.04559892416,50.0872598637213,665
22.0175457000732,50.0128653616141,188
21.92301,50.01069,2744
22.0400896668434,50.0800812041719,1078
21.9983464479446,50.0391814192455,7026
21.97201,50.01813,162
22.02515,50.00686,13336
21.9763281941414,49.963439027026,74
22.0483803749084,50.0804598704683,13
22.04097,50.05486,30159
22.0275503396988,49.9700623876356,780
22.0296236872673,50.0787214232717,736
22.0096385478973,50.0372312999625,236
21.98871,50.05188,53434
22.00357,50.05282,2377
21.9621956348419,50.0709200108645,366
21.9489374756813,50.0076338619181,9913
21.952036768198,50.048367620579,1227
21.98304,50.08723,65
21.9924482703209,50.0676618741421,12
21.91267,50.02649,7366
21.9835,49.96842,1108
22.0342317223549,49.9627005495249,27409
21.9881527125835,50.0940623337703,969
21.914032548666,49.951985743809,221
22.05443,50.11147,4
21.9748985767365,50.0136720133616,259
21.9775512814522,50.0587540230708,26319
21.97528,50.05035,1716
21.98003,50.06257,5698
21.9455216825008,49.9849525625177,1034
21.9935157895088,49.9319738179617,15040
21.97971,50.02007,14812
21.995170712471,50.0243709332379,1157
21.95638,50.0008,10
22.0082370936871,50.054296463456,107
21.95858,50.05077,1119
21.97211,50.06806,10
21.9455900788307,50.0479111941774,1685
21.9612,50.05722,5141
22.00163,50.10667,10
22.04196,50.02924,10659
22.07045,50.06257,7058
22.02533,50.03105,926
22.02368,50.00138,86
22.0675420761108,50.1289440130615,5
22.0076262205839,50.0402318150727,186455
21.9778919219971,49.9993467595389,105
21.971580684185,50.0412744361734,4303
21.9960799813271,50.0280533059497,2336
21.97611,50.02895,4788
22.0293809473515,50.0039119970364,1290
22.02035,50.04213,214
21.9614,50.0428,4818
22.0183128118515,49.9894217342571,580
21.946713924408,50.0721250780141,28
22.02807,50.04606,410
21.9749817252159,50.0139046988493,161
21.96277,50.0571,40262
21.96893,50.04327,4625
22.00996,50.01819,13204
21.99726,50.03572,13872
22.01817,49.98854,1547
22.00112,50.05825,104
21.97179,50.01772,58
21.9616323709488,50.1186983602722,1230
21.97175770998,50.0131118399736,2847
22.067214846611,50.0803135679356,23
21.98231,49.95629,2196
22.06119,50.03922,3409
22.054595053196,50.1117205000201,148
22.085587978363,50.0816362987218,446
22.0324,50.03227,978
22.0534443855286,50.0278379199053,4928
21.9999369978905,50.007252896863,527
21.98542,50.08082,75
22.01689,50.03657,336
21.8952879309654,50.0147509750851,142
22.01851,50.01102,1597
21.9611603021622,50.0067995272742,5187
21.9514507055283,50.026419794074,148
21.90426,50.0246,8073
22.01712,50.01378,5327
21.9974908232689,50.036530133476,73830
22.0407293736935,49.944318645393,3373
22.0153731107712,50.0176637060356,5063
21.92232,50.0284,10564
21.9162091612816,49.9567293357969,80
22.04709,50.0242,15201
