"month(e.created_at)","Location"
8,POINT(22.0022865 50.041062)
8,POINT(22.004028166667 50.031575333333)
8,POINT(22.001234333333 50.033051666667)
8,POINT(21.998951333333 50.041830166667)
8,POINT(22.009821666667 50.019723)
8,POINT(22.005671166667 50.033364)
8,POINT(22.003820833333 50.037291833333)
8,POINT(22.006741 50.037612333333)
8,POINT(21.997969666667 50.035357)
8,POINT(22.0034005 50.018605166667)
8,POINT(22.003299 50.018533833333)
8,POINT(22.0035485 50.0314725)
8,POINT(22.001489666667 50.041005333333)
8,POINT(22.005508166667 50.033130666667)
8,POINT(21.998980833333 50.041731166667)
8,POINT(21.995101833333 50.023072833333)
8,POINT(22.0039835 50.037407166667)
8,POINT(21.9992365 50.047297166667)
8,POINT(22.002756 50.0392405)
8,POINT(21.999259833333 50.026718666667)
8,POINT(22.000206 50.040622833333)
8,POINT(21.995513 50.023375166667)
8,POINT(22.000110166667 50.031394833333)
8,POINT(22.00233 50.040686)
8,POINT(21.9934815 50.040153833333)
8,POINT(21.993469666667 50.040152333333)
8,POINT(21.993481166667 50.040078)
8,POINT(21.9936045 50.040012)
8,POINT(22.002719 50.032413833333)
8,POINT(22.005100333333 50.033205833333)
8,POINT(22.007388833333 50.037491666667)
8,POINT(22.004299 50.037466666667)
8,POINT(22.0041675 50.037504333333)
8,POINT(22.004254833333 50.037613666667)
8,POINT(21.999025333333 50.032651)
8,POINT(21.999084666667 50.032571)
8,POINT(21.999409333333 50.0319715)
8,POINT(21.999470166667 50.031851333333)
8,POINT(22.0049995 50.033269)
8,POINT(22.004956333333 50.033240833333)
8,POINT(22.005221833333 50.030473666667)
8,POINT(22.0022875 50.032248833333)
8,POINT(22.004317833333 50.037648833333)
8,POINT(22.000210666667 50.035868833333)
8,POINT(22.001051666667 50.034588)
8,POINT(22.003848333333 50.0376065)
8,POINT(22.005925333333 50.037192333333)
8,POINT(22.025434833333 50.034817333333)
8,POINT(22.025502666667 50.034840333333)
8,POINT(22.0252 50.035541166667)
8,POINT(22.003777333333 50.037539333333)
8,POINT(22.001156333333 50.036375166667)
8,POINT(22.002658166667 50.039163666667)
8,POINT(22.005431666667 50.037776166667)
8,POINT(22.008918333333 50.029485)
8,POINT(22.002669666667 50.038695833333)
8,POINT(22.000168666667 50.040602)
8,POINT(22.008074833333 50.034408833333)
8,POINT(22.000235333333 50.040550166667)
8,POINT(22.002662 50.037980333333)
8,POINT(21.996062666667 50.038486833333)
8,POINT(22.009987333333 50.036755)
8,POINT(21.997714166667 50.039048833333)
8,POINT(21.994335166667 50.0381225)
8,POINT(22.004698333333 50.030498166667)
8,POINT(22.012444166667 50.034598166667)
8,POINT(22.022004666667 50.038035833333)
8,POINT(21.999801 50.031103333333)
8,POINT(22.005795166667 50.033221333333)
8,POINT(22.021917666667 50.038001)
8,POINT(21.9953785 50.0392945)
8,POINT(22.0089795 50.029575666667)
8,POINT(22.003628166667 50.034335333333)
8,POINT(22.0129645 50.019068833333)
8,POINT(22.0129415 50.01906)
8,POINT(21.991404166667 50.024511)
8,POINT(22.001089 50.035994666667)
8,POINT(22.002491333333 50.037386666667)
8,POINT(21.991350166667 50.0245185)
8,POINT(21.991403166667 50.024516)
8,POINT(21.986996333333 50.00791)
8,POINT(21.991391166667 50.024536833333)
8,POINT(21.979798166667 50.003551166667)
8,POINT(21.992873333333 50.010604166667)
8,POINT(21.9932005 50.014069)
8,POINT(21.995483333333 50.023864833333)
8,POINT(21.998740166667 50.039551666667)
8,POINT(21.991395166667 50.024430833333)
8,POINT(21.9963985 50.038416)
8,POINT(21.991401833333 50.02459)
8,POINT(22.005799166667 50.025672333333)
8,POINT(22.002831833333 50.040540666667)
8,POINT(22.016726166667 50.02277)
8,POINT(22.002119666667 50.037702)
8,POINT(22.002518 50.037572333333)
8,POINT(21.998928 50.041750833333)
8,POINT(22.008686333333 50.029661666667)
8,POINT(22.005811666667 50.0256355)
8,POINT(22.000678166667 50.024800833333)
8,POINT(21.997343166667 50.011507)
8,POINT(22.005704833333 50.025651666667)
8,POINT(22.000569833333 50.0248385)
8,POINT(22.000684833333 50.024815166667)
8,POINT(21.997269166667 50.011491833333)
8,POINT(21.991415333333 50.02454)
8,POINT(21.991426 50.0244685)
8,POINT(21.999035666667 50.041661333333)
8,POINT(21.995416833333 50.0381095)
8,POINT(21.999276333333 50.047241)
8,POINT(21.998982166667 50.041690166667)
8,POINT(21.999407333333 50.039552333333)
8,POINT(22.003704 50.036703166667)
8,POINT(21.9996245 50.031869666667)
8,POINT(21.997869166667 50.039306)
8,POINT(22.012536166667 50.028011833333)
8,POINT(22.009026 50.029499833333)
8,POINT(22.005846833333 50.025382833333)
8,POINT(21.9977435 50.039574833333)
8,POINT(21.998377166667 50.035227)
8,POINT(22.0168975 50.022903)
8,POINT(22.0022075 50.036765166667)
8,POINT(22.0079955 50.034577)
8,POINT(22.008731166667 50.029633)
8,POINT(22.013129666667 50.0265775)
8,POINT(22.005480833333 50.025160833333)
8,POINT(22.006163666667 50.02541)
8,POINT(22.002987166667 50.0405495)
8,POINT(21.9976655 50.035117666667)
8,POINT(21.997441333333 50.036040833333)
8,POINT(21.9991795 50.026622666667)
8,POINT(22.002751666667 50.040552666667)
8,POINT(22.005752833333 50.0254435)
8,POINT(22.0131815 50.028120833333)
8,POINT(22.009521166667 50.036160666667)
8,POINT(22.013165666667 50.0280485)
8,POINT(22.000577166667 50.0297155)
8,POINT(21.9936055 50.032449333333)
8,POINT(21.993131833333 50.0321565)
8,POINT(22.016434833333 50.026496)
8,POINT(22.012946666667 50.0191095)
8,POINT(21.998918666667 50.0414835)
8,POINT(21.9992055 50.047306333333)
8,POINT(21.999299666667 50.0471815)
8,POINT(22.003767666667 50.036544)
8,POINT(22.002256 50.037615166667)
8,POINT(22.002260833333 50.037601166667)
8,POINT(22.002445166667 50.033553333333)
8,POINT(22.004035 50.0315305)
8,POINT(22.002672333333 50.0385895)
8,POINT(22.003773833333 50.037525333333)
8,POINT(22.002233666667 50.037555)
8,POINT(22.001669666667 50.037800666667)
8,POINT(22.013254666667 50.027870166667)
8,POINT(22.002467166667 50.033515)
8,POINT(22.005504333333 50.0373705)
8,POINT(22.006396 50.036838)
8,POINT(22.0157685 50.026878)
8,POINT(22.006488333333 50.036914833333)
8,POINT(22.015822833333 50.026719333333)
8,POINT(22.0154865 50.026946833333)
8,POINT(21.997189833333 50.038053333333)
8,POINT(21.999741333333 50.034870166667)
8,POINT(22.007731 50.029288666667)
8,POINT(22.0132875 50.027963166667)
8,POINT(22.0214255 50.029265)
8,POINT(22.013104333333 50.027999)
8,POINT(22.007270833333 50.042422)
8,POINT(22.001978833333 50.033707333333)
8,POINT(22.021419166667 50.029333333333)
8,POINT(22.021438166667 50.029231)
8,POINT(22.013250666667 50.027816833333)
8,POINT(22.004490166667 50.0385845)
8,POINT(22.0043615 50.038608333333)
8,POINT(22.013464333333 50.028070833333)
8,POINT(22.008115666667 50.036741333333)
8,POINT(22.000707 50.024777)
8,POINT(21.9967315 50.023603833333)
8,POINT(21.9913595 50.031432333333)
8,POINT(22.015907166667 50.027118833333)
8,POINT(22.0134735 50.028015333333)
8,POINT(22.013445833333 50.027879)
8,POINT(22.008053833333 50.034630666667)
8,POINT(21.983365666667 50.004939833333)
8,POINT(22.004029333333 50.037568333333)
8,POINT(22.016403333333 50.026515333333)
8,POINT(22.002722 50.037788666667)
8,POINT(22.001886666667 50.034751)
8,POINT(21.999641666667 50.033731166667)
8,POINT(22.005822333333 50.02547)
8,POINT(21.991382666667 50.024556333333)
8,POINT(22.004045333333 50.031564333333)
8,POINT(21.992163333333 50.0321065)
8,POINT(21.991433166667 50.024484666667)
8,POINT(21.991578333333 50.0244665)
8,POINT(22.004061333333 50.031558166667)
8,POINT(22.006151333333 50.024770833333)
8,POINT(21.991648 50.008869833333)
8,POINT(22.003765 50.037045666667)
8,POINT(22.013038666667 50.019083666667)
8,POINT(22.016135166667 50.027214333333)
8,POINT(22.015906666667 50.027307166667)
8,POINT(21.992859333333 50.009865666667)
8,POINT(22.004832666667 50.030602666667)
8,POINT(21.992190833333 50.032053166667)
8,POINT(22.013008333333 50.019110166667)
8,POINT(22.008346166667 50.0419345)
8,POINT(22.012928333333 50.019084333333)
8,POINT(22.012844666667 50.019080833333)
8,POINT(22.0074155 50.041922666667)
8,POINT(22.013203166667 50.0280675)
8,POINT(21.9975085 50.035259166667)
8,POINT(22.003720166667 50.036854333333)
8,POINT(21.995892666667 50.023455166667)
8,POINT(21.999350333333 50.026812333333)
8,POINT(21.999284166667 50.04719)
8,POINT(22.004832166667 50.030576666667)
8,POINT(22.000155 50.0248285)
8,POINT(21.998539 50.023632833333)
8,POINT(21.999214 50.0269015)
8,POINT(22.0081975 50.037510166667)
8,POINT(22.000907833333 50.031205666667)
8,POINT(22.000176333333 50.024822166667)
8,POINT(21.9992725 50.047157333333)
8,POINT(22.009581666667 50.0389515)
8,POINT(21.999277666667 50.047166666667)
8,POINT(22.003721 50.036882666667)
8,POINT(22.013268 50.028234166667)
8,POINT(21.999271833333 50.047245333333)
8,POINT(21.980524 50.0582335)
8,POINT(21.9995475 50.039561666667)
8,POINT(21.991299833333 50.031486666667)
8,POINT(21.9921475 50.032099833333)
8,POINT(22.0037835 50.0365525)
8,POINT(22.0069025 50.037936833333)
8,POINT(22.006932166667 50.037816833333)
8,POINT(22.021332333333 50.029314833333)
8,POINT(22.025773166667 50.026649666667)
8,POINT(22.025731166667 50.026762666667)
8,POINT(22.008133 50.0374285)
8,POINT(21.995488333333 50.0233085)
8,POINT(21.995505333333 50.023333666667)
8,POINT(21.9948475 50.020169333333)
8,POINT(21.978596666667 50.003061833333)
8,POINT(21.989996 50.008535166667)
8,POINT(21.995525666667 50.0233035)
8,POINT(21.992736333333 50.010401)
8,POINT(22.004743166667 50.030536333333)
8,POINT(22.004726833333 50.030492333333)
8,POINT(22.005797166667 50.025441833333)
8,POINT(22.003994 50.040510333333)
8,POINT(22.0069555 50.0380465)
8,POINT(22.0041825 50.040143833333)
8,POINT(22.008750833333 50.039295333333)
8,POINT(21.9914625 50.024459166667)
8,POINT(21.9913155 50.024560166667)
8,POINT(22.001025333333 50.034767833333)
8,POINT(22.003119666667 50.036208833333)
8,POINT(22.003744166667 50.036547333333)
8,POINT(22.003401166667 50.036034333333)
8,POINT(22.003595166667 50.034917666667)
8,POINT(21.995355666667 50.039274333333)
8,POINT(22.022005666667 50.037966)
8,POINT(21.991273 50.0313775)
8,POINT(22.0221355 50.038015666667)
8,POINT(22.022170166667 50.0375525)
8,POINT(21.997580666667 50.035266166667)
8,POINT(22.002011666667 50.037581333333)
8,POINT(22.009561 50.038915833333)
8,POINT(22.012927833333 50.019202666667)
8,POINT(21.999532166667 50.045714666667)
8,POINT(21.99958 50.045709166667)
8,POINT(21.999188 50.047215166667)
8,POINT(21.9993335 50.045592666667)
8,POINT(21.999508 50.041830666667)
8,POINT(21.9992665 50.047202)
8,POINT(21.999715666667 50.041581666667)
8,POINT(22.000349333333 50.043157)
8,POINT(21.999227833333 50.047273166667)
8,POINT(22.013397666667 50.036621333333)
8,POINT(22.014172 50.038084)
8,POINT(22.011496666667 50.0395095)
8,POINT(22.010196166667 50.039431)
8,POINT(22.001091833333 50.034711)
8,POINT(22.008256833333 50.034485)
8,POINT(22.006562333333 50.0318185)
8,POINT(21.991324833333 50.024465166667)
8,POINT(22.002049333333 50.037620833333)
8,POINT(22.004733666667 50.030512166667)
8,POINT(22.004281 50.037326166667)
8,POINT(22.001922 50.032010333333)
8,POINT(22.0041715 50.031636666667)
8,POINT(22.003413 50.036141)
8,POINT(22.005741 50.025363666667)
8,POINT(22.0032745 50.036526)
8,POINT(21.9942325 50.038136333333)
8,POINT(22.003517 50.036544)
8,POINT(22.0213225 50.029305333333)
8,POINT(21.997115 50.038314333333)
8,POINT(22.022207166667 50.037917333333)
8,POINT(22.002355333333 50.032695666667)
8,POINT(22.009973 50.036499833333)
8,POINT(21.995298833333 50.039109333333)
8,POINT(22.004331333333 50.031708333333)
8,POINT(22.005087166667 50.036672833333)
8,POINT(22.005069666667 50.036789166667)
8,POINT(22.003408333333 50.034988666667)
8,POINT(22.006084166667 50.024901166667)
8,POINT(21.991312333333 50.024527333333)
8,POINT(22.005448666667 50.037372333333)
8,POINT(21.991365166667 50.024579666667)
8,POINT(22.004821 50.0375555)
8,POINT(21.995717666667 50.0383745)
8,POINT(22.004883 50.037552666667)
8,POINT(22.004997166667 50.037519333333)
8,POINT(22.0027615 50.039489833333)
8,POINT(22.004984666667 50.037397333333)
8,POINT(22.022132666667 50.038102333333)
8,POINT(22.021757 50.038091333333)
8,POINT(22.013057333333 50.028052333333)
8,POINT(22.0213775 50.029287)
8,POINT(22.0027065 50.039489)
8,POINT(22.0043205 50.031728666667)
8,POINT(21.998580666667 50.040747)
8,POINT(21.998982833333 50.040775833333)
8,POINT(21.999493833333 50.040717)
8,POINT(22.015760333333 50.030730333333)
8,POINT(22.014853 50.033374333333)
8,POINT(22.002684666667 50.040575333333)
8,POINT(22.002637666667 50.040626833333)
8,POINT(21.999327833333 50.0267545)
8,POINT(22.0220665 50.038854333333)
8,POINT(22.022211 50.038043833333)
8,POINT(22.003574 50.034163333333)
8,POINT(22.004977666667 50.032677333333)
8,POINT(22.003718833333 50.034317166667)
8,POINT(22.017598666667 50.019386833333)
8,POINT(22.0090225 50.029478333333)
8,POINT(22.0099305 50.039395666667)
8,POINT(21.992133 50.032115833333)
8,POINT(21.992165833333 50.032004333333)
8,POINT(21.992161833333 50.032006833333)
8,POINT(21.998488666667 50.040574333333)
8,POINT(22.012176 50.0347295)
8,POINT(22.012195666667 50.0347295)
8,POINT(22.00275 50.034290333333)
8,POINT(21.998042666667 50.038356833333)
8,POINT(22.0028195 50.034098)
8,POINT(22.0023395 50.034097333333)
8,POINT(22.0100905 50.036528333333)
8,POINT(22.015615166667 50.0270115)
8,POINT(22.015837666667 50.027193833333)
8,POINT(22.002255833333 50.034163666667)
8,POINT(22.003875166667 50.037825333333)
8,POINT(22.001952333333 50.034255166667)
8,POINT(22.003205666667 50.038319666667)
8,POINT(22.0014025 50.0381315)
8,POINT(22.005304166667 50.0370855)
8,POINT(22.0141365 50.033910833333)
8,POINT(22.0056315 50.0372005)
8,POINT(22.002459166667 50.040235166667)
8,POINT(21.999371 50.040484833333)
8,POINT(22.0034355 50.0324365)
8,POINT(22.00569 50.037290833333)
8,POINT(22.0140645 50.033957666667)
8,POINT(22.014237666667 50.034053333333)
8,POINT(22.0026875 50.038891)
8,POINT(22.006392 50.036955)
8,POINT(22.006063833333 50.037702833333)
8,POINT(22.006172333333 50.037614666667)
8,POINT(22.006653333333 50.037479166667)
8,POINT(21.998521833333 50.0405875)
8,POINT(22.017016666667 50.036611833333)
8,POINT(22.006353 50.0345385)
8,POINT(22.001691666667 50.034091)
8,POINT(22.01793 50.028859666667)
8,POINT(22.003452833333 50.036278333333)
8,POINT(22.007588 50.039094333333)
8,POINT(21.9992985 50.026947833333)
8,POINT(21.9973395 50.0382725)
8,POINT(22.001563833333 50.0340575)
8,POINT(21.995027666667 50.023242833333)
8,POINT(21.995608333333 50.023336)
8,POINT(22.003457666667 50.036272833333)
8,POINT(21.991480666667 50.024431333333)
8,POINT(22.0070145 50.0338935)
8,POINT(22.011035833333 50.033491)
8,POINT(22.011112333333 50.033494166667)
8,POINT(22.011952333333 50.035097166667)
8,POINT(22.009874166667 50.0359595)
8,POINT(21.998547666667 50.033599333333)
8,POINT(22.005511 50.02547)
8,POINT(21.999149833333 50.047245833333)
8,POINT(21.999205 50.047259666667)
8,POINT(21.999224833333 50.045176333333)
8,POINT(22.002549833333 50.038641)
8,POINT(21.998940833333 50.041343666667)
8,POINT(22.001520666667 50.034062833333)
8,POINT(22.001473666667 50.034073333333)
8,POINT(22.006896166667 50.033869333333)
8,POINT(21.991466666667 50.024553666667)
8,POINT(21.991332166667 50.024613333333)
8,POINT(21.994937666667 50.023135333333)
8,POINT(21.995608833333 50.023349333333)
8,POINT(21.995647833333 50.023330666667)
8,POINT(21.9955195 50.023362666667)
8,POINT(21.997594666667 50.035205333333)
8,POINT(21.998025666667 50.019225333333)
8,POINT(22.001869166667 50.037573166667)
8,POINT(22.0019045 50.037792666667)
8,POINT(21.995692333333 50.023331)
8,POINT(21.995608333333 50.0235665)
8,POINT(21.995905333333 50.0233405)
8,POINT(21.994797 50.030657666667)
8,POINT(22.002643833333 50.038496333333)
8,POINT(22.022322666667 50.038052166667)
8,POINT(21.991253166667 50.031344333333)
8,POINT(21.996807166667 50.038369166667)
8,POINT(21.992924166667 50.032187333333)
8,POINT(21.992904 50.032220333333)
8,POINT(22.002936833333 50.032146333333)
8,POINT(21.998564333333 50.040621333333)
8,POINT(22.015669 50.026767833333)
8,POINT(22.0061455 50.024893)
8,POINT(21.998376666667 50.015611)
8,POINT(21.998416833333 50.0156065)
8,POINT(21.9984285 50.015588)
8,POINT(21.998468333333 50.015627)
8,POINT(21.998449833333 50.015592666667)
8,POINT(21.998456333333 50.015591166667)
8,POINT(21.998445 50.015664166667)
8,POINT(22.014111833333 50.026595333333)
8,POINT(22.005468666667 50.025371833333)
8,POINT(22.0011645 50.031847833333)
8,POINT(22.005557166667 50.0253035)
8,POINT(22.001052166667 50.034727)
8,POINT(22.001198833333 50.034732166667)
8,POINT(22.001132333333 50.031845666667)
8,POINT(22.022330666667 50.038011333333)
8,POINT(21.998544166667 50.04061)
8,POINT(22.013110833333 50.027927)
8,POINT(22.002631 50.038636666667)
8,POINT(21.9955395 50.023331)
8,POINT(22.007701166667 50.029297666667)
8,POINT(21.995291666667 50.023303666667)
8,POINT(22.007727 50.029312833333)
8,POINT(22.009162833333 50.039242666667)
8,POINT(22.0091945 50.0392385)
8,POINT(22.0097325 50.038960833333)
8,POINT(21.994319333333 50.037805666667)
8,POINT(21.992276 50.031851833333)
8,POINT(22.005842333333 50.035071)
8,POINT(22.004154833333 50.037296)
8,POINT(21.998586333333 50.035374166667)
8,POINT(22.013326 50.028477)
8,POINT(21.994530333333 50.038434)
8,POINT(22.002515333333 50.0321665)
8,POINT(22.0015315 50.037840833333)
8,POINT(21.9928895 50.032267333333)
8,POINT(22.001276166667 50.031883666667)
8,POINT(22.01329 50.0281505)
8,POINT(22.0108175 50.0298595)
8,POINT(22.013342 50.028331166667)
8,POINT(22.010786166667 50.029978666667)
8,POINT(22.002337333333 50.0372765)
8,POINT(22.0027435 50.040598)
8,POINT(21.991404833333 50.0245315)
8,POINT(22.0014125 50.031884833333)
8,POINT(22.001463 50.036813333333)
8,POINT(21.995518666667 50.023378333333)
8,POINT(21.995579166667 50.023379833333)
8,POINT(22.0017235 50.031771166667)
8,POINT(21.999234 50.047263333333)
8,POINT(21.9992615 50.0472675)
8,POINT(21.9954745 50.0233625)
8,POINT(21.999533333333 50.023844166667)
8,POINT(22.001248 50.036674)
8,POINT(21.995606166667 50.023344333333)
8,POINT(21.991545666667 50.008794666667)
8,POINT(22.001241 50.036645666667)
8,POINT(22.001046833333 50.034413666667)
8,POINT(21.995838166667 50.023623)
8,POINT(21.992718166667 50.010378166667)
8,POINT(21.995717166667 50.023698666667)
8,POINT(21.9992745 50.047198666667)
8,POINT(21.995607833333 50.023336333333)
8,POINT(21.992822833333 50.010393666667)
8,POINT(21.995591333333 50.023357)
8,POINT(22.001011333333 50.034428666667)
8,POINT(21.992469333333 50.031820666667)
8,POINT(22.000350166667 50.039555666667)
8,POINT(22.002872666667 50.033577833333)
8,POINT(22.003180666667 50.0310165)
8,POINT(21.998507 50.040596333333)
8,POINT(21.999224 50.047321666667)
8,POINT(22.008872333333 50.029398)
8,POINT(22.003067666667 50.037513833333)
8,POINT(22.0025205 50.0387165)
8,POINT(21.998867333333 50.039587166667)
8,POINT(22.001183666667 50.0366065)
8,POINT(22.001288833333 50.036632666667)
8,POINT(22.015853 50.026847333333)
8,POINT(22.008141166667 50.038315833333)
8,POINT(21.995551 50.023282166667)
8,POINT(21.9953635 50.023276833333)
8,POINT(21.997654 50.037515666667)
8,POINT(21.99552 50.0233165)
8,POINT(21.995568166667 50.0233185)
8,POINT(21.999103833333 50.033768666667)
8,POINT(21.993151333333 50.042520833333)
8,POINT(22.0168215 50.036733666667)
8,POINT(22.003350333333 50.037273833333)
8,POINT(22.002337 50.032270333333)
8,POINT(22.002802166667 50.039698166667)
8,POINT(21.995536166667 50.023308666667)
8,POINT(22.001811833333 50.037609666667)
8,POINT(21.983625 50.047509166667)
8,POINT(22.000042 50.038952)
8,POINT(21.999147833333 50.033759333333)
8,POINT(21.9990795 50.041536833333)
8,POINT(22.001256 50.036570833333)
8,POINT(22.000048 50.035951833333)
8,POINT(22.0005595 50.0395695)
8,POINT(22.000109666667 50.035854833333)
8,POINT(21.9923165 50.0317485)
8,POINT(22.004511833333 50.037773833333)
8,POINT(22.002276833333 50.037643833333)
8,POINT(22.007817166667 50.0377185)
8,POINT(21.998987833333 50.041746666667)
8,POINT(22.006664666667 50.039114166667)
8,POINT(21.999230833333 50.041003833333)
8,POINT(22.000615333333 50.038120333333)
8,POINT(22.022582 50.038054166667)
8,POINT(22.0159215 50.026924666667)
8,POINT(21.991297166667 50.024522833333)
8,POINT(21.995561 50.0233625)
8,POINT(22.005085833333 50.0328405)
8,POINT(22.003929666667 50.037537666667)
8,POINT(22.003903166667 50.037527333333)
8,POINT(21.998890833333 50.041532166667)
8,POINT(21.998729 50.041472333333)
8,POINT(22.000781666667 50.038068166667)
8,POINT(22.000925166667 50.035325666667)
8,POINT(21.9973175 50.041742)
8,POINT(22.0014755 50.032027333333)
8,POINT(21.998452666667 50.040529833333)
8,POINT(22.004754666667 50.030810666667)
8,POINT(21.998448166667 50.040545833333)
8,POINT(21.998462 50.040491333333)
8,POINT(22.004283666667 50.031513833333)
8,POINT(22.004780333333 50.030763833333)
8,POINT(22.00381 50.037283333333)
8,POINT(21.998683 50.0416915)
8,POINT(22.003967333333 50.037448)
8,POINT(22.002562666667 50.038738666667)
8,POINT(21.995562666667 50.023345166667)
8,POINT(22.003997166667 50.037487333333)
8,POINT(22.0040195 50.037522333333)
8,POINT(22.002717 50.038251333333)
8,POINT(21.999311833333 50.047044166667)
8,POINT(21.9955495 50.023361)
8,POINT(21.995612 50.023391)
8,POINT(21.994379333333 50.032289833333)
8,POINT(21.994492166667 50.032249166667)
8,POINT(21.9941485 50.032361166667)
8,POINT(21.999397333333 50.040713)
8,POINT(22.003814833333 50.037277833333)
8,POINT(21.991705166667 50.031211)
8,POINT(21.995838166667 50.038488)
8,POINT(21.992085833333 50.031546666667)
8,POINT(21.9920555 50.031540666667)
8,POINT(22.003798166667 50.037190666667)
8,POINT(22.003563666667 50.0373045)
8,POINT(22.002647833333 50.039437666667)
8,POINT(21.995434 50.023289666667)
8,POINT(22.004192833333 50.0372495)
8,POINT(22.015878333333 50.0277005)
8,POINT(21.995371 50.023336333333)
8,POINT(22.001974833333 50.032879666667)
8,POINT(21.999356 50.039594)
8,POINT(22.002984666667 50.039088166667)
8,POINT(21.999833833333 50.045671666667)
8,POINT(21.9955545 50.023278166667)
8,POINT(21.9913435 50.0245115)
8,POINT(21.991345 50.024483333333)
8,POINT(22.005236666667 50.019716166667)
8,POINT(22.017464 50.019260166667)
8,POINT(21.995373166667 50.023302833333)
8,POINT(21.991411333333 50.024494)
8,POINT(22.005339 50.019722166667)
8,POINT(21.991394333333 50.024482333333)
8,POINT(22.003591166667 50.019977833333)
8,POINT(22.005271166667 50.019705)
8,POINT(21.9914 50.024503666667)
8,POINT(22.017630166667 50.019331833333)
8,POINT(22.00781 50.037710166667)
8,POINT(22.002699833333 50.039486333333)
8,POINT(21.999601333333 50.040661333333)
8,POINT(21.998123166667 50.038409)
8,POINT(22.003345 50.037457166667)
8,POINT(21.997707833333 50.037474)
8,POINT(22.004201333333 50.032524666667)
8,POINT(21.995794666667 50.038479833333)
8,POINT(22.003392166667 50.037589)
8,POINT(22.0028835 50.0333755)
8,POINT(21.998814166667 50.041805333333)
8,POINT(21.998989666667 50.048628)
8,POINT(21.999326166667 50.047045)
8,POINT(22.002467166667 50.039249333333)
8,POINT(22.004204 50.032720166667)
8,POINT(21.997306 50.038021833333)
8,POINT(21.997265166667 50.035387)
8,POINT(22.009829333333 50.039445833333)
8,POINT(21.994720666667 50.030718833333)
8,POINT(22.005848666667 50.0256055)
8,POINT(21.993704666667 50.036030333333)
8,POINT(22.014157 50.034120333333)
8,POINT(22.003784833333 50.036582833333)
8,POINT(21.997894666667 50.039369333333)
8,POINT(22.001537833333 50.0366525)
8,POINT(21.9919285 50.032187833333)
8,POINT(22.015946833333 50.026694)
8,POINT(22.009916166667 50.037038)
8,POINT(21.968257333333 50.0550925)
8,POINT(22.002109333333 50.037655666667)
8,POINT(21.9956575 50.035230833333)
8,POINT(22.003773666667 50.038212)
8,POINT(21.993514166667 50.032415333333)
8,POINT(21.997669166667 50.037401833333)
8,POINT(21.999018833333 50.035467)
8,POINT(21.9953905 50.023380833333)
8,POINT(21.991110333333 50.0086255)
8,POINT(21.9911185 50.0087025)
8,POINT(21.999784333333 50.022425)
8,POINT(22.0097445 50.0330395)
8,POINT(21.999759333333 50.023208)
8,POINT(21.997451166667 50.035303166667)
8,POINT(21.997735 50.03517)
8,POINT(22.017522333333 50.023113)
8,POINT(22.0130185 50.026332166667)
8,POINT(22.013124166667 50.018987166667)
8,POINT(22.012764833333 50.0263775)
8,POINT(21.9992925 50.047014833333)
8,POINT(22.009064833333 50.036362166667)
8,POINT(22.002853833333 50.038375166667)
8,POINT(22.002831166667 50.038368666667)
8,POINT(22.006032666667 50.024845333333)
8,POINT(22.012582166667 50.028212333333)
8,POINT(22.004551833333 50.032814166667)
8,POINT(21.9991765 50.0473855)
8,POINT(22.005023 50.041940833333)
8,POINT(22.0022905 50.031922)
8,POINT(22.013513666667 50.027564333333)
8,POINT(22.002506666667 50.040901666667)
8,POINT(22.01874 50.019427333333)
8,POINT(22.0189425 50.018907333333)
8,POINT(22.017790666667 50.019138)
8,POINT(21.998960833333 50.041685)
8,POINT(22.001757333333 50.037866)
8,POINT(21.998910666667 50.041687833333)
8,POINT(22.0017335 50.041028)
8,POINT(22.007468 50.040517)
8,POINT(21.999324666667 50.047110166667)
8,POINT(22.0102235 50.039011166667)
8,POINT(22.004620333333 50.032911166667)
8,POINT(22.005763833333 50.0248175)
8,POINT(22.008590666667 50.037604666667)
8,POINT(21.993175 50.024433666667)
8,POINT(22.0175305 50.019303166667)
8,POINT(22.0175535 50.0193455)
8,POINT(22.009104333333 50.029524166667)
8,POINT(22.001359333333 50.036386333333)
8,POINT(21.998782166667 50.041538333333)
8,POINT(22.017431166667 50.023177)
8,POINT(22.017369 50.022758666667)
8,POINT(22.000512333333 50.038428166667)
8,POINT(22.017586166667 50.019310833333)
8,POINT(22.001123 50.0364855)
8,POINT(22.001245666667 50.0364295)
8,POINT(22.003576666667 50.036268166667)
8,POINT(22.017526 50.019329666667)
8,POINT(22.001368666667 50.0363585)
8,POINT(21.999333833333 50.047030333333)
8,POINT(22.0090515 50.029566833333)
8,POINT(22.016355666667 50.018988333333)
8,POINT(22.012715166667 50.019045333333)
8,POINT(22.004187333333 50.031617666667)
8,POINT(22.004165666667 50.031598)
8,POINT(22.000517833333 50.038340166667)
8,POINT(22.004189666667 50.031641)
8,POINT(21.996089833333 50.007219)
8,POINT(21.991417166667 50.0245175)
8,POINT(21.991995333333 50.032194)
8,POINT(22.003031666667 50.037916166667)
8,POINT(22.016071 50.0265525)
8,POINT(22.013835833333 50.026031166667)
8,POINT(21.9969015 50.028791666667)
8,POINT(22.000191666667 50.039829333333)
8,POINT(22.0003635 50.039811333333)
8,POINT(21.999107666667 50.033319833333)
